Key,Type,Desc,English,Korean,Japanese,German,Spanish,Portuguese (Brazil),Vietnamese,Russian,Indonesian,Thai,French,$Arabic,Hindi,Turkish
You Win Streak progress will be lost!,Text,,Your Win Streak progress will be lost!,연승 진행이 사라집니다!,連勝の進行が失われます！,Dein Siegesserie-Fortschritt geht verloren!,¡Tu progreso de racha se perderá!,Seu progresso de sequência será perdido!,Tiến trình chuỗi thắng của bạn sẽ mất!,Твой прогресс серии побед будет потерян!,Progres streak kemenanganmu akan hilang!,"ความคืบหน้าชนะต่อเนื่องจะ  
หายไป!
",Ton progrès de série de victoires sera perdu !,سيفقد تقدم سلسلة انتصاراتك!,तुम्हारी जीत की लड़ी का प्रगति खो जाएगी!,Kazanma Serisi ilerlemen kaybolacak!
You already helped this request,Text,,You already helped this request,이 요청을 이미 도왔습니다,このリクエストはすでに手伝いました,Du hast diese Anfrage bereits geholfen,Ya ayudaste esta solicitud,Você já ajudou neste pedido,Bạn đã giúp yêu cầu này,Вы уже помогли этому запросу,Kamu sudah membantu permintaan ini,คุณได้ช่วยคำขอนี้แล้ว,Vous avez déjà aidé cette demande,لقد ساعدت هذا الطلب بالفعل,आपने पहले ही इस अनुरोध में मदद की है,Bu isteğe zaten yardımcı oldun
You are about to send this card to your team member,Text,,You are about to send this card to your team member {[VALUE]},당신은 이 카드를 팀원 {[VALUE]}에게 보내려 합니다,あなたはこのカードをチームメンバー {[VALUE]} に送ろうとしています,"Du bist dabei, diese Karte an dein Teammitglied {[VALUE]} zu senden",Estás a punto de enviar esta tarjeta a tu compañero {[VALUE]},Você está prestes a enviar esta carta ao membro {[VALUE]} da equipe,Bạn sắp gửi thẻ này cho đồng đội {[VALUE]},Вы собираетесь отправить эту карту участнику команды {[VALUE]},Anda akan mengirim kartu ini ke anggota tim {[VALUE]},คุณกำลังจะส่งการ์ดนี้ให้สมาชิกทีม {[VALUE]},Vous êtes sur le point d’envoyer cette carte au membre {[VALUE]} de votre équipe,أنت على وشك إرسال هذه البطاقة إلى عضو فريقك {[VALUE]},आप यह कार्ड अपने टीम सदस्य {[VALUE]} को भेजने वाले हैं,Bu kartı takım üyeniz {[VALUE]}’ye göndermek üzeresiniz
You are sharing the reward with other winners!,Text,,You are sharing the reward with {[value]} other winners!,{[value]}명의 다른 우승자들과 보상을 나누고 있습니다!,{[value]}人の他の勝者と報酬を分け合っています！,Du teilst die Belohnung mit {[value]} weiteren Gewinnern!,¡Estás compartiendo la recompensa con {[value]} ganadores más!,Você está compartilhando a recompensa com {[value]} outros vencedores!,Bạn đang chia phần thưởng với {[value]} người chiến thắng khác!,Ты делишь награду с ещё {[value]} победителями!,Kamu berbagi hadiah dengan {[value]} pemenang lainnya!,คุณกำลังแบ่งรางวัลกับผู้ชนะคนอื่น ๆ อีก {[value]} คน!,Tu partages la récompense avec {[value]} autres gagnants !,أنت تشارك الجائزة مع {[value]} فائزين آخرين!,आप {[value]} अन्य विजेताओं के साथ इनाम साझा कर रहे हैं!,Ödülü {[value]} diğer kazananla paylaşıyorsun!
"You can collect this card from events, rewards and team members!",Text,,"You can collect this card from events, rewards and team members!","이 카드는 이벤트, 보상 및 팀원에게서 얻을 수 있습니다!",このカードはイベント、報酬、チームメンバーから集められます！,"Diese Karte kannst du aus Events, Belohnungen und Teammitgliedern erhalten!","¡Puedes conseguir esta tarjeta en eventos, recompensas y miembros del equipo!","Você pode coletar esta carta em eventos, recompensas e membros da equipe!","Bạn có thể thu thập thẻ này từ sự kiện, phần thưởng và thành viên đội!","Вы можете получить эту карту из событий, наград и участников команды!","Anda bisa mendapatkan kartu ini dari event, hadiah, dan anggota tim!",คุณสามารถรับการ์ดนี้จากกิจกรรม รางวัล และสมาชิกทีม!,"Vous pouvez obtenir cette carte via des événements, des récompenses et des membres de votre équipe !",يمكنك جمع هذه البطاقة من الفعاليات والمكافآت وأعضاء الفريق!,"आप इस कार्ड को इवेंट, रिवॉर्ड और टीम सदस्यों से प्राप्त कर सकते हैं!","Bu kartı etkinliklerden, ödüllerden ve takım üyelerinden toplayabilirsiniz!"
"You can collect this card from events, rewards!",Text,,"You can collect this card from events, rewards!",이 카드는 이벤트와 보상에서 얻을 수 있습니다!,このカードはイベントや報酬から集められます！,Diese Karte kannst du aus Events und Belohnungen erhalten!,¡Puedes conseguir esta tarjeta en eventos y recompensas!,Você pode coletar esta carta em eventos e recompensas!,Bạn có thể thu thập thẻ này từ sự kiện và phần thưởng!,Вы можете получить эту карту из событий и наград!,Anda bisa mendapatkan kartu ini dari event dan hadiah!,คุณสามารถรับการ์ดนี้จากกิจกรรมและรางวัล!,Vous pouvez obtenir cette carte via des événements et des récompenses !,يمكنك جمع هذه البطاقة من الفعاليات والمكافآت!,आप इस कार्ड को इवेंट और रिवॉर्ड से प्राप्त कर सकते हैं!,Bu kartı etkinliklerden ve ödüllerden toplayabilirsiniz!
You can select these BOOSTERS to start the level!,Text,,You can select these <color=#A4313C>BOOSTERS</color> to start the level!,레벨을 시작하려면 이 <color=#A4313C>부스터</color>를 선택하세요!,この<color=#A4313C>ブースター</color>を選んでレベルを開始できます！,"Du kannst diese <color=#A4313C>Booster</color> auswählen, um das Level zu starten!",¡Puedes seleccionar estos <color=#A4313C>impulsores</color> para comenzar el nivel!,Você pode selecionar esses <color=#A4313C>impulsionadores</color> para começar o nível!,Bạn có thể chọn những <color=#A4313C>BOOSTERS</color> này để bắt đầu màn chơi!,"Вы можете выбрать эти <color=#A4313C>УСИЛИТЕЛИ</color>, чтобы начать уровень!",Kamu bisa memilih <color=#A4313C>BOOSTER</color> ini untuk mulai level!,คุณสามารถเลือก <color=#A4313C>บูสเตอร์</color> เหล่านี้เพื่อเริ่มด่านได้!,Tu peux sélectionner ces <color=#A4313C>BOOSTERS</color> pour commencer le niveau !,يمكنك اختيار هذه <color=#A4313C>المعززات</color> لبدء المرحلة!,लेवल शुरू करने के लिए आप ये <color=#A4313C>BOOSTERS</color> चुन सकते हैं!,Seviyeye başlamak için bu <color=#A4313C>GÜÇLENDİRİCİLERİ seçebilirsin!
You can swap any two items between any trays!,Text,,You can swap any two items between any trays!,어떤 트레이든 두 아이템을 교환할 수 있습니다!,任意のトレイ間で任意の2つのアイテムを入れ替えられます！,Du kannst beliebige zwei Gegenstände zwischen beliebigen Tabletts tauschen!,¡Puedes intercambiar dos objetos entre cualquier bandeja!,Você pode trocar quaisquer dois itens entre qualquer bandeja!,Bạn có thể đổi bất kỳ 2 vật phẩm nào giữa các khay!,Вы можете обменять любые два предмета между любыми подносами!,Kamu bisa menukar dua item di antara baki mana saja!,คุณสามารถสลับไอเทมใดๆ ระหว่างถาดได้!,Vous pouvez échanger deux objets entre n'importe quels plateaux !,يمكنك تبديل أي عنصرين بين أي صواني!,आप किसी भी ट्रे के बीच दो आइटम बदल सकते हैं!,Herhangi iki tepsi arasındaki iki öğeyi değiştirebilirsin!
"You can't move items on the tray with OctoChef. After sorting items, OctoChef will move and attch to another tray",Text,,"You can't move items on the tray with OctoChef. After sorting items, OctoChef will move and attach to another tray.","옥토셰프가 있는 쟁반에서는 아이템을 이동할 수 없습니다.
아이템을 정리한 후, 옥토셰프는 다른 쟁반으로 이동해 붙습니다.","オクトシェフがいるトレー上のアイテムは動かせません。
アイテムを整理すると、オクトシェフは別のトレーに移動してくっつきます。","Du kannst auf dem Tablett mit OctoChef keine Items bewegen.
Nachdem du die Items sortiert hast, bewegt sich OctoChef und haftet an ein anderes Tablett.","No puedes mover objetos en la bandeja con OctoChef.
Después de ordenar los objetos, OctoChef se moverá y se adherirá a otra bandeja.","Você não pode mover itens na bandeja com o OctoChef.
Após organizar os itens, o OctoChef se moverá e se prenderá a outra bandeja.","Bạn không thể di chuyển vật phẩm trên khay có OctoChef.
Sau khi sắp xếp vật phẩm, OctoChef sẽ di chuyển và bám vào khay khác.","Нельзя перемещать предметы на подносе с ОктоШефом.
После сортировки предметов ОктоШеф переместится и прикрепится к другому подносу.","Kamu tidak bisa memindahkan item di nampan yang ada OctoChef.
Setelah menyusun item, OctoChef akan bergerak dan menempel ke nampan lain.","คุณไม่สามารถย้ายไอเท็มบนถาดที่มี OctoChef ได้
หลังจากจัดเรียงไอเท็มแล้ว OctoChef จะย้ายไปติดที่ถาดอื่น","Tu ne peux pas déplacer d’objets sur le plateau avec OctoChef.
Après avoir trié les objets, OctoChef se déplacera et s’attachera à un autre plateau.",,"आप OctoChef वाले ट्रे पर आइटम नहीं हिला सकते।
आइटम को क्रमबद्ध करने के बाद, OctoChef किसी दूसरे ट्रे पर चला जाएगा और उससे चिपक जाएगा।",OctoChef olan tepsideki öğeleri hareket ettiremezsin. Eşyaları sıraladıktan sonra OctoChef hareket eder ve başka bir tepsiye geçer.
You don't have enough stars,Text,,You don't have enough stars,별이 부족합니다,星が足りません,Du hast nicht genug Sterne,No tienes suficientes estrellas,Você não tem estrelas suficientes,Bạn không có đủ sao,У тебя недостаточно звёзд,Kamu tidak punya cukup bintang,คุณมีดาวไม่พอ,Tu n’as pas assez d’étoiles,ليس لديك نجوم كافية,आपके पास पर्याप्त सितारे नहीं हैं,Yeterli yıldızın yok
You failed the challenge! Next Treasure Quest will start in:,Text,,You failed the challenge! Next <color={[value]}>Treasure Quest</color> will start in:,도전에 실패했습니다! 다음 <color={[value]}>보물 퀘스트</color>가 시작되기까지:,チャレンジに失敗しました！次の <color={[value]}>トレジャークエスト</color> の開始まで:,Du hast die Herausforderung nicht geschafft! Die nächste <color={[value]}>Schatzsuche</color> beginnt in:,¡Fallaste el desafío! La próxima <color={[value]}>búsqueda del tesoro</color> comenzará en:,Você falhou no desafio! A próxima <color={[value]}>Caça ao Tesouro</color> começará em:,"Bạn đã thất bại trong thử thách!
<color={[value]}>Cuộc phiêu lưu kho báu</color> tiếp theo sẽ bắt đầu sau:",Ты не справился с испытанием! Следующая <color={[value]}>охота за сокровищами</color> начнётся через:,Kamu gagal menyelesaikan tantangan! <color={[value]}>Pencarian Harta Karun</color> berikutnya akan dimulai dalam:,คุณล้มเหลวในความท้าทาย! <color={[value]}>ภารกิจล่าสมบัติ</color>ครั้งต่อไปจะเริ่มในอีก:,Tu as échoué au défi ! La prochaine <color={[value]}>chasse au trésor</color> commencera dans :,لقد فشلت في التحدي! ستبدأ <color={[value]}>مغامرة البحث عن الكنز</color> التالية خلال:,आप चुनौती में असफल रहे! अगली <color={[value]}>ख़ज़ाने की खोज</color> शुरू होगी:,Görevi başaramadın! Bir sonraki <color={[value]}>Hazine Görevi şu sürede başlayacak:
